bootstrap,n_points,slope,intercept,crossover,crossover_median,crossover_q25,crossover_q75
587,9235531,-757.4710049,284.589679,0.375710327,0.3757767755,0.3757340244,0.3758219809
588,9240384,-758.6705642,285.0846329,0.3757686753,0.3757767755,0.3757340244,0.3758219809
589,9239320,-753.8271096,283.2612255,0.3757641797,0.3757767755,0.3757340244,0.3758219809
590,9240720,-755.1115242,283.8383175,0.3758892672,0.3757767755,0.3757340244,0.3758219809
591,9236404,-754.7328619,283.6013063,0.375763824,0.3757767755,0.3757340244,0.3758219809
592,9239713,-758.0813765,284.9295618,0.3758561688,0.3757767755,0.3757340244,0.3758219809
593,9237758,-756.4343794,284.2845407,0.3758218141,0.3757767755,0.3757340244,0.3758219809
594,9235931,-753.1568567,283.0314651,0.3757935185,0.3757767755,0.3757340244,0.3758219809
595,9242004,-754.3059845,283.4370016,0.3757586542,0.3757767755,0.3757340244,0.3758219809
596,9237751,-753.2426647,283.1045069,0.3758476785,0.3757767755,0.3757340244,0.3758219809
597,9237187,-754.817637,283.6638535,0.3758044853,0.3757767755,0.3757340244,0.3758219809
598,9237174,-754.3682194,283.5148107,0.3758307991,0.3757767755,0.3757340244,0.3758219809
599,9240061,-754.0478951,283.28085,0.3756801814,0.3757767755,0.3757340244,0.3758219809
600,9241080,-757.402891,284.6349763,0.3758039211,0.3757767755,0.3757340244,0.3758219809
601,9240939,-755.5428838,283.9410753,0.3758106672,0.3757767755,0.3757340244,0.3758219809
602,9237826,-755.2121688,283.7602982,0.375735866,0.3757767755,0.3757340244,0.3758219809
603,9238647,-755.96312,284.0609014,0.3757602638,0.3757767755,0.3757340244,0.3758219809
604,9238701,-756.2429207,284.1801877,0.3757789725,0.3757767755,0.3757340244,0.3758219809
605,9238492,-754.2731802,283.4417803,0.375781332,0.3757767755,0.3757340244,0.3758219809
606,9238554,-755.1726745,283.7864705,0.3757901736,0.3757767755,0.3757340244,0.3758219809
607,9238309,-756.7822498,284.2445546,0.3755962229,0.3757767755,0.3757340244,0.3758219809
608,9237973,-755.0140643,283.7110592,0.3757692375,0.3757767755,0.3757340244,0.3758219809
609,9238837,-754.4948801,283.498768,0.3757464437,0.3757767755,0.3757340244,0.3758219809
610,9237768,-757.7468103,284.7134424,0.3757369065,0.3757767755,0.3757340244,0.3758219809
611,9238927,-754.9339444,283.7352111,0.3758411092,0.3757767755,0.3757340244,0.3758219809
612,9237249,-755.9861243,284.0751971,0.3757677396,0.3757767755,0.3757340244,0.3758219809
613,9240067,-757.2461155,284.4999858,0.3757034602,0.3757767755,0.3757340244,0.3758219809
614,9241433,-757.204579,284.5100099,0.3757373078,0.3757767755,0.3757340244,0.3758219809
615,9235354,-755.6350765,283.9640851,0.3757952666,0.3757767755,0.3757340244,0.3758219809
616,9238684,-755.639465,283.9484674,0.375772416,0.3757767755,0.3757340244,0.3758219809
617,9238107,-755.9936293,284.0441754,0.3757229749,0.3757767755,0.3757340244,0.3758219809
618,9239419,-755.0908142,283.7094732,0.3757289426,0.3757767755,0.3757340244,0.3758219809
619,9240804,-756.4398049,284.2842483,0.3758187319,0.3757767755,0.3757340244,0.3758219809
620,9238421,-757.4276876,284.6533398,0.3758158627,0.3757767755,0.3757340244,0.3758219809
621,9237561,-755.2804438,283.7090974,0.3756341101,0.3757767755,0.3757340244,0.3758219809
622,9237691,-756.6182612,284.3113234,0.3757658755,0.3757767755,0.3757340244,0.3758219809
623,9241520,-757.785126,284.7809696,0.3758070195,0.3757767755,0.3757340244,0.3758219809
624,9238364,-755.8295846,284.0149751,0.3757658881,0.3757767755,0.3757340244,0.3758219809
625,9242364,-758.7328599,285.0467559,0.3756879014,0.3757767755,0.3757340244,0.3758219809
626,9240340,-756.8881066,284.4390838,0.3758007047,0.3757767755,0.3757340244,0.3758219809
627,9238502,-753.2617769,283.0677985,0.3757894097,0.3757767755,0.3757340244,0.3758219809
628,9237559,-757.198586,284.4986012,0.3757252145,0.3757767755,0.3757340244,0.3758219809
629,9238744,-757.475597,284.6165406,0.3757435114,0.3757767755,0.3757340244,0.3758219809
630,9240820,-756.489431,284.2978399,0.3758120448,0.3757767755,0.3757340244,0.3758219809
631,9238182,-755.7985417,284.0597943,0.3758406223,0.3757767755,0.3757340244,0.3758219809
632,9238960,-756.378064,284.2544388,0.3758099982,0.3757767755,0.3757340244,0.3758219809
633,9239346,-756.6795949,284.3492428,0.3757855303,0.3757767755,0.3757340244,0.3758219809
634,9238862,-754.858114,283.730158,0.3758721708,0.3757767755,0.3757340244,0.3758219809
635,9237758,-755.7793399,284.1114102,0.3759184661,0.3757767755,0.3757340244,0.3758219809
636,9239368,-757.0412904,284.394814,0.3756661857,0.3757767755,0.3757340244,0.3758219809
637,9237567,-753.3122438,283.1337882,0.3758518338,0.3757767755,0.3757340244,0.3758219809
638,9237608,-756.3765012,284.2369562,0.375787661,0.3757767755,0.3757340244,0.3758219809
639,9239957,-754.434794,283.4297822,0.3756849293,0.3757767755,0.3757340244,0.3758219809
640,9237945,-755.7138304,283.9454305,0.3757314199,0.3757767755,0.3757340244,0.3758219809
641,9239157,-756.6958772,284.3197786,0.3757385063,0.3757767755,0.3757340244,0.3758219809
642,9239454,-755.182198,283.8366091,0.3758518273,0.3757767755,0.3757340244,0.3758219809
643,9240683,-754.9488482,283.7207909,0.3758145887,0.3757767755,0.3757340244,0.3758219809
644,9238881,-755.3061252,283.8450008,0.3758012696,0.3757767755,0.3757340244,0.3758219809
645,9238900,-755.5826543,283.9043397,0.3757422673,0.3757767755,0.3757340244,0.3758219809
646,9238100,-756.9638061,284.4098864,0.3757245514,0.3757767755,0.3757340244,0.3758219809
647,9239301,-756.8162891,284.3712144,0.3757466885,0.3757767755,0.3757340244,0.3758219809
648,9238277,-758.8810959,285.0852637,0.3756652593,0.3757767755,0.3757340244,0.3758219809
649,9238633,-757.5267933,284.7015775,0.3758303734,0.3757767755,0.3757340244,0.3758219809
650,9242665,-755.8056311,284.0724167,0.3758537976,0.3757767755,0.3757340244,0.3758219809
651,9237402,-754.8552168,283.6257303,0.3757352721,0.3757767755,0.3757340244,0.3758219809
652,9243190,-753.0250307,282.999955,0.3758174608,0.3757767755,0.3757340244,0.3758219809
653,9240285,-755.7486055,283.9528043,0.3757238878,0.3757767755,0.3757340244,0.3758219809
654,9237060,-754.6142955,283.6079947,0.3758317281,0.3757767755,0.3757340244,0.3758219809
655,9240105,-754.5762155,283.6088704,0.3758518551,0.3757767755,0.3757340244,0.3758219809
656,9240473,-757.7648762,284.7455054,0.3757702611,0.3757767755,0.3757340244,0.3758219809
657,9238415,-755.058386,283.6612548,0.3756812189,0.3757767755,0.3757340244,0.3758219809
658,9239423,-755.681292,283.9753186,0.3757871494,0.3757767755,0.3757340244,0.3758219809
659,9239928,-754.3408899,283.5163547,0.3758464622,0.3757767755,0.3757340244,0.3758219809
660,9238167,-754.0042056,283.3281157,0.3757646357,0.3757767755,0.3757340244,0.3758219809
661,9239454,-756.4993619,284.2921711,0.3757996178,0.3757767755,0.3757340244,0.3758219809
662,9239340,-755.4855807,283.9375432,0.375834497,0.3757767755,0.3757340244,0.3758219809
663,9241636,-756.0614842,284.0750145,0.3757300437,0.3757767755,0.3757340244,0.3758219809
664,9240661,-753.6318463,283.2505115,0.3758473224,0.3757767755,0.3757340244,0.3758219809
665,9239920,-755.1570046,283.810879,0.3758302939,0.3757767755,0.3757340244,0.3758219809
666,9236869,-755.9379639,284.0092579,0.3757044513,0.3757767755,0.3757340244,0.3758219809
667,9238541,-754.4852507,283.5616574,0.3758345934,0.3757767755,0.3757340244,0.3758219809
668,9238500,-755.5737073,283.9461503,0.3758020528,0.3757767755,0.3757340244,0.3758219809
669,9236734,-755.6801435,283.9304936,0.3757284031,0.3757767755,0.3757340244,0.3758219809
670,9238094,-753.7347273,283.2127792,0.3757459606,0.3757767755,0.3757340244,0.3758219809
671,9238011,-755.2990171,283.7882449,0.3757296627,0.3757767755,0.3757340244,0.3758219809
672,9238893,-758.1883296,284.8655986,0.3757187858,0.3757767755,0.3757340244,0.3758219809
673,9240235,-754.5953755,283.6009087,0.3758317608,0.3757767755,0.3757340244,0.3758219809
674,9239571,-756.7873829,284.3011731,0.3756684897,0.3757767755,0.3757340244,0.3758219809
675,9237237,-754.1808319,283.4779844,0.3758753503,0.3757767755,0.3757340244,0.3758219809
676,9235896,-753.1615831,283.0785146,0.3758536295,0.3757767755,0.3757340244,0.3758219809
677,9238184,-756.0791769,284.0866206,0.3757366017,0.3757767755,0.3757340244,0.3758219809
678,9239914,-757.5635717,284.6713873,0.3757722757,0.3757767755,0.3757340244,0.3758219809
679,9239430,-756.1247797,284.1195892,0.3757575427,0.3757767755,0.3757340244,0.3758219809
680,9238643,-758.0962372,284.8452926,0.3757376421,0.3757767755,0.3757340244,0.3758219809
681,9240694,-756.6779306,284.3686005,0.3758119392,0.3757767755,0.3757340244,0.3758219809
682,9237606,-755.6706026,283.9278349,0.3757296287,0.3757767755,0.3757340244,0.3758219809
683,9236352,-755.1151794,283.8001084,0.3758368473,0.3757767755,0.3757340244,0.3758219809
684,9239813,-754.1862631,283.4020183,0.3757719175,0.3757767755,0.3757340244,0.3758219809
685,9238224,-758.1011517,284.7703683,0.3756363747,0.3757767755,0.3757340244,0.3758219809
686,9239325,-753.900299,283.3817283,0.3758875394,0.3757767755,0.3757340244,0.3758219809
687,9240593,-757.6168881,284.6953977,0.3757775232,0.3757767755,0.3757340244,0.3758219809
688,9235876,-753.5150277,283.0899962,0.3756925686,0.3757767755,0.3757340244,0.3758219809
689,9239317,-756.2740054,284.264683,0.3758752528,0.3757767755,0.3757340244,0.3758219809
690,9237828,-757.2036179,284.5669641,0.3758130011,0.3757767755,0.3757340244,0.3758219809
691,9240410,-756.360658,284.1988569,0.3757451606,0.3757767755,0.3757340244,0.3758219809
692,9238305,-755.7159889,284.0414406,0.3758573918,0.3757767755,0.3757340244,0.3758219809
693,9238959,-752.8561169,282.9881808,0.3758861413,0.3757767755,0.3757340244,0.3758219809
694,9236546,-755.5749631,283.8953967,0.3757342561,0.3757767755,0.3757340244,0.3758219809
695,9241254,-759.5394351,285.3623347,0.3757044355,0.3757767755,0.3757340244,0.3758219809
696,9240438,-754.7628886,283.643005,0.3758041225,0.3757767755,0.3757340244,0.3758219809
697,9240825,-753.2195159,283.2026035,0.375989466,0.3757767755,0.3757340244,0.3758219809
698,9237922,-753.2191963,283.0326031,0.375763927,0.3757767755,0.3757340244,0.3758219809
699,9240014,-757.1599435,284.5109645,0.3757607187,0.3757767755,0.3757340244,0.3758219809
700,9241052,-756.540602,284.283856,0.3757681416,0.3757767755,0.3757340244,0.3758219809
701,9239748,-755.3097736,283.9221475,0.3759015935,0.3757767755,0.3757340244,0.3758219809
702,9238375,-756.6503149,284.2776555,0.3757054612,0.3757767755,0.3757340244,0.3758219809
703,9238497,-753.3044575,283.1513308,0.3758790061,0.3757767755,0.3757340244,0.3758219809
704,9239573,-756.3721493,284.2584781,0.3758182772,0.3757767755,0.3757340244,0.3758219809
705,9239295,-755.4810278,283.8328777,0.3756982204,0.3757767755,0.3757340244,0.3758219809
706,9237945,-754.990773,283.7474549,0.3758290366,0.3757767755,0.3757340244,0.3758219809
707,9241931,-758.0636616,284.8366248,0.3757423541,0.3757767755,0.3757340244,0.3758219809
708,9235012,-756.621245,284.3471746,0.3758117771,0.3757767755,0.3757340244,0.3758219809
709,9237766,-755.4516923,283.9167437,0.3758238238,0.3757767755,0.3757340244,0.3758219809
710,9235919,-757.5944243,284.5865372,0.3756449732,0.3757767755,0.3757340244,0.3758219809
711,9239829,-754.4831487,283.5995095,0.37588581,0.3757767755,0.3757340244,0.3758219809
712,9239890,-756.5634183,284.357736,0.3758544613,0.3757767755,0.3757340244,0.3758219809
713,9240106,-756.6178592,284.3042701,0.3757567532,0.3757767755,0.3757340244,0.3758219809
714,9238750,-757.5988412,284.6477594,0.375723594,0.3757767755,0.3757340244,0.3758219809
715,9238757,-756.1253213,284.1250576,0.3757645056,0.3757767755,0.3757340244,0.3758219809
716,9238511,-756.2735095,284.1517997,0.3757262367,0.3757767755,0.3757340244,0.3758219809
717,9239177,-758.3969262,284.9475674,0.3757235262,0.3757767755,0.3757340244,0.3758219809
718,9238656,-756.1532611,284.1507318,0.375784575,0.3757767755,0.3757340244,0.3758219809
719,9240202,-755.9045035,284.0690541,0.3758001874,0.3757767755,0.3757340244,0.3758219809
720,9241551,-756.2487603,284.2414279,0.3758570497,0.3757767755,0.3757340244,0.3758219809
721,9243015,-757.1750025,284.5652751,0.3758249733,0.3757767755,0.3757340244,0.3758219809
722,9241765,-757.9341199,284.8221864,0.3757875242,0.3757767755,0.3757340244,0.3758219809
723,9238030,-757.0695306,284.5021209,0.3757939125,0.3757767755,0.3757340244,0.3758219809
724,9237546,-756.4189428,284.1601905,0.3756650904,0.3757767755,0.3757340244,0.3758219809
725,9238979,-753.3132714,283.1178185,0.3758301217,0.3757767755,0.3757340244,0.3758219809
726,9237436,-753.3902189,283.08979,0.3757545331,0.3757767755,0.3757340244,0.3758219809
727,9238874,-754.1508138,283.4058074,0.3757946053,0.3757767755,0.3757340244,0.3758219809
728,9236470,-755.5078461,283.8803699,0.3757477455,0.3757767755,0.3757340244,0.3758219809
729,9240523,-756.2444883,284.1503087,0.3757386838,0.3757767755,0.3757340244,0.3758219809
730,9238563,-756.7067092,284.3670946,0.3757956566,0.3757767755,0.3757340244,0.3758219809
731,9239504,-757.7226161,284.809886,0.3758761848,0.3757767755,0.3757340244,0.3758219809
732,9239291,-756.7125717,284.3212704,0.3757321882,0.3757767755,0.3757340244,0.3758219809
733,9239416,-754.9458526,283.6827386,0.375765676,0.3757767755,0.3757340244,0.3758219809
734,9238280,-755.3760056,283.8012012,0.3757085202,0.3757767755,0.3757340244,0.3758219809
735,9239995,-754.468802,283.5636362,0.3758454099,0.3757767755,0.3757340244,0.3758219809
736,9236791,-757.1665265,284.4897919,0.3757294888,0.3757767755,0.3757340244,0.3758219809
737,9238580,-754.9428687,283.7013367,0.3757917963,0.3757767755,0.3757340244,0.3758219809
738,9239767,-756.1761912,284.1356561,0.375753243,0.3757767755,0.3757340244,0.3758219809
739,9237055,-756.4220651,284.2429852,0.3757729954,0.3757767755,0.3757340244,0.3758219809
740,9238777,-755.7077265,283.8946605,0.3756672726,0.3757767755,0.3757340244,0.3758219809
741,9238501,-756.3270818,284.2658078,0.3758503624,0.3757767755,0.3757340244,0.3758219809
742,9241164,-756.7363697,284.3462756,0.3757534155,0.3757767755,0.3757340244,0.3758219809
743,9238346,-757.1314074,284.4264169,0.3756632127,0.3757767755,0.3757340244,0.3758219809
744,9237691,-755.8051051,284.0869996,0.3758733537,0.3757767755,0.3757340244,0.3758219809
745,9241279,-754.3507346,283.5023661,0.3758230132,0.3757767755,0.3757340244,0.3758219809
746,9239561,-755.6966008,283.923465,0.3757109199,0.3757767755,0.3757340244,0.3758219809
747,9239349,-755.0209094,283.7539082,0.3758225827,0.3757767755,0.3757340244,0.3758219809
748,9237374,-757.8012037,284.7598705,0.3757712038,0.3757767755,0.3757340244,0.3758219809
749,9237627,-757.2605094,284.491108,0.3756845953,0.3757767755,0.3757340244,0.3758219809
750,9241003,-756.0907973,284.159119,0.3758267129,0.3757767755,0.3757340244,0.3758219809
751,9237898,-757.2535309,284.6091075,0.375843883,0.3757767755,0.3757340244,0.3758219809
752,9239606,-755.1741229,283.8198577,0.3758336642,0.3757767755,0.3757340244,0.3758219809
753,9238008,-754.0900233,283.4042606,0.3758228485,0.3757767755,0.3757340244,0.3758219809
754,9239910,-756.4544423,284.2483832,0.3757640478,0.3757767755,0.3757340244,0.3758219809
755,9238851,-755.1189136,283.7263379,0.3757372949,0.3757767755,0.3757340244,0.3758219809
756,9237153,-755.9415797,284.0538279,0.3757616138,0.3757767755,0.3757340244,0.3758219809
757,9238190,-753.7266924,283.3577568,0.3759423139,0.3757767755,0.3757340244,0.3758219809
758,9235877,-755.7367156,283.9964224,0.375787515,0.3757767755,0.3757340244,0.3758219809
759,9239969,-755.5060245,283.9063111,0.3757829877,0.3757767755,0.3757340244,0.3758219809
760,9235806,-756.6770505,284.3041809,0.3757272415,0.3757767755,0.3757340244,0.3758219809
761,9240538,-754.7434526,283.6277459,0.3757935825,0.3757767755,0.3757340244,0.3758219809
762,9242328,-757.0816603,284.4949151,0.3757783737,0.3757767755,0.3757340244,0.3758219809
763,9239296,-758.0604779,284.7703036,0.3756564442,0.3757767755,0.3757340244,0.3758219809
764,9240146,-755.3474472,283.8913054,0.3758420135,0.3757767755,0.3757340244,0.3758219809
765,9238565,-755.6742961,283.9017287,0.3756932453,0.3757767755,0.3757340244,0.3758219809
766,9239112,-760.9309457,285.8294915,0.3756313147,0.3757767755,0.3757340244,0.3758219809
767,9239986,-756.7764492,284.4706533,0.3758978673,0.3757767755,0.3757340244,0.3758219809
768,9239097,-755.2862897,283.8333444,0.3757957059,0.3757767755,0.3757340244,0.3758219809
769,9237134,-755.8326668,283.9887633,0.3757296764,0.3757767755,0.3757340244,0.3758219809
770,9240099,-754.8928884,283.6342751,0.3757278409,0.3757767755,0.3757340244,0.3758219809
771,9235827,-756.7545306,284.3869043,0.3757980862,0.3757767755,0.3757340244,0.3758219809
772,9241722,-753.4092254,283.1175118,0.375781849,0.3757767755,0.3757340244,0.3758219809
773,9237713,-756.3882238,284.3027784,0.3758688587,0.3757767755,0.3757340244,0.3758219809
774,9234857,-757.2540309,284.5448824,0.3757588217,0.3757767755,0.3757340244,0.3758219809
775,9240636,-754.9251811,283.6706545,0.3757599582,0.3757767755,0.3757340244,0.3758219809
776,9240176,-753.9419826,283.3015286,0.3757603836,0.3757767755,0.3757340244,0.3758219809
777,9239057,-754.5123835,283.5203779,0.3757663679,0.3757767755,0.3757340244,0.3758219809
778,9237583,-755.6058663,283.9201439,0.3757516406,0.3757767755,0.3757340244,0.3758219809
779,9237827,-755.3794886,283.9227405,0.3758676861,0.3757767755,0.3757340244,0.3758219809
780,9238872,-753.5134221,283.1599145,0.3757861588,0.3757767755,0.3757340244,0.3758219809
781,9238703,-755.2737997,283.8503051,0.3758243769,0.3757767755,0.3757340244,0.3758219809
782,9235390,-756.3414775,284.1688024,0.3757149526,0.3757767755,0.3757340244,0.3758219809
783,9240992,-754.7961718,283.6371696,0.3757798201,0.3757767755,0.3757340244,0.3758219809
784,9237625,-756.7582862,284.3517717,0.375749796,0.3757767755,0.3757340244,0.3758219809
785,9239585,-756.0907941,284.1058727,0.3757562914,0.3757767755,0.3757340244,0.3758219809
786,9237445,-754.8926073,283.7014808,0.3758170078,0.3757767755,0.3757340244,0.3758219809
787,9241273,-757.4723533,284.6575941,0.3757993185,0.3757767755,0.3757340244,0.3758219809
788,9240600,-757.220238,284.5351086,0.3757626834,0.3757767755,0.3757340244,0.3758219809
789,9237348,-758.1473611,284.8470114,0.3757145722,0.3757767755,0.3757340244,0.3758219809
790,9240878,-756.8992186,284.4528293,0.3758133479,0.3757767755,0.3757340244,0.3758219809
791,9238128,-754.477651,283.5019194,0.3757592011,0.3757767755,0.3757340244,0.3758219809
792,9236034,-755.3221974,283.7677255,0.3756909653,0.3757767755,0.3757340244,0.3758219809
793,9238503,-755.7616408,284.0215267,0.3758083387,0.3757767755,0.3757340244,0.3758219809
794,9237173,-756.3933142,284.2207644,0.3757579015,0.3757767755,0.3757340244,0.3758219809
795,9238645,-753.0400651,283.0653146,0.375896752,0.3757767755,0.3757340244,0.3758219809
796,9239576,-756.2161586,284.1592504,0.3757645842,0.3757767755,0.3757340244,0.3758219809
797,9237808,-757.4353355,284.5049186,0.3756161156,0.3757767755,0.3757340244,0.3758219809
798,9235469,-754.1550849,283.4324013,0.3758277401,0.3757767755,0.3757340244,0.3758219809
799,9241192,-756.8718783,284.3763222,0.37572584,0.3757767755,0.3757340244,0.3758219809
800,9238623,-757.9388858,284.6972676,0.3756203474,0.3757767755,0.3757340244,0.3758219809
801,9242058,-756.7877625,284.3062837,0.3756750542,0.3757767755,0.3757340244,0.3758219809
802,9238524,-755.7559345,283.9994778,0.3757820016,0.3757767755,0.3757340244,0.3758219809
803,9236956,-755.6443246,283.9714474,0.3758004106,0.3757767755,0.3757340244,0.3758219809
804,9237374,-756.4816033,284.173297,0.375651299,0.3757767755,0.3757340244,0.3758219809
805,9240990,-758.3540079,284.9913739,0.3758025552,0.3757767755,0.3757340244,0.3758219809
806,9240122,-755.0229214,283.7045302,0.3757561819,0.3757767755,0.3757340244,0.3758219809
807,9237701,-757.201315,284.5434756,0.375783124,0.3757767755,0.3757340244,0.3758219809
808,9238246,-755.163095,283.7691389,0.3757719899,0.3757767755,0.3757340244,0.3758219809
809,9240344,-756.3629428,284.1405874,0.3756669865,0.3757767755,0.3757340244,0.3758219809
810,9240287,-753.8108322,283.2654813,0.3757779395,0.3757767755,0.3757340244,0.3758219809
811,9237022,-754.0969387,283.4907251,0.3759340618,0.3757767755,0.3757340244,0.3758219809
812,9235903,-754.5602721,283.5781671,0.3758191062,0.3757767755,0.3757340244,0.3758219809
813,9240344,-754.0055307,283.3225958,0.3757566547,0.3757767755,0.3757340244,0.3758219809
814,9236991,-753.8208492,283.2569343,0.3757616078,0.3757767755,0.3757340244,0.3758219809
815,9239804,-758.02159,284.8267197,0.3757501415,0.3757767755,0.3757340244,0.3758219809
816,9240907,-756.4031924,284.279458,0.3758305899,0.3757767755,0.3757340244,0.3758219809
817,9238834,-754.4111745,283.4810062,0.3757645906,0.3757767755,0.3757340244,0.3758219809
818,9239856,-755.2931741,283.7861702,0.3757298224,0.3757767755,0.3757340244,0.3758219809
819,9239703,-756.0604632,284.1635474,0.3758476487,0.3757767755,0.3757340244,0.3758219809
820,9237722,-754.4859493,283.5500401,0.3758188477,0.3757767755,0.3757340244,0.3758219809
821,9242218,-755.927379,284.0277048,0.3757341151,0.3757767755,0.3757340244,0.3758219809
822,9239192,-754.6028978,283.5807621,0.3758013161,0.3757767755,0.3757340244,0.3758219809
823,9238051,-755.4759313,283.902845,0.3757933685,0.3757767755,0.3757340244,0.3758219809
824,9236325,-754.32979,283.4508046,0.3757650942,0.3757767755,0.3757340244,0.3758219809
825,9238863,-753.305736,283.1475309,0.3758733239,0.3757767755,0.3757340244,0.3758219809
826,9241915,-754.3294328,283.4599598,0.375777409,0.3757767755,0.3757340244,0.3758219809
827,9238691,-754.0958337,283.3753798,0.3757816542,0.3757767755,0.3757340244,0.3758219809
828,9238208,-755.8196335,284.0017452,0.3757533314,0.3757767755,0.3757340244,0.3758219809
829,9238940,-758.6535275,284.9998932,0.3756654162,0.3757767755,0.3757340244,0.3758219809
830,9236693,-756.8731296,284.3441502,0.3756827124,0.3757767755,0.3757340244,0.3758219809
831,9239948,-753.3651581,283.1695462,0.3758728992,0.3757767755,0.3757340244,0.3758219809
832,9241963,-754.8536219,283.6134214,0.3757197596,0.3757767755,0.3757340244,0.3758219809
833,9238459,-754.279293,283.4596686,0.3758020024,0.3757767755,0.3757340244,0.3758219809
834,9237403,-754.9121271,283.6789931,0.3757775016,0.3757767755,0.3757340244,0.3758219809
835,9243038,-754.6082364,283.6189482,0.3758492613,0.3757767755,0.3757340244,0.3758219809
836,9239911,-754.3638753,283.5274981,0.375849782,0.3757767755,0.3757340244,0.3758219809
837,9241663,-755.0782591,283.7487828,0.3757872504,0.3757767755,0.3757340244,0.3758219809
838,9238082,-755.5128997,283.8976696,0.3757681302,0.3757767755,0.3757340244,0.3758219809
839,9240438,-754.7719245,283.6396701,0.375795205,0.3757767755,0.3757340244,0.3758219809
840,9239691,-757.4695979,284.6450748,0.3757841576,0.3757767755,0.3757340244,0.3758219809
841,9239110,-756.0618213,284.1347011,0.3758088202,0.3757767755,0.3757340244,0.3758219809
842,9241054,-755.6416553,284.049711,0.3759053104,0.3757767755,0.3757340244,0.3758219809
843,9240163,-755.234304,283.8028427,0.3757811864,0.3757767755,0.3757340244,0.3758219809
844,9240421,-753.7785018,283.2346972,0.3757532174,0.3757767755,0.3757340244,0.3758219809
845,9236272,-758.3187341,284.9237565,0.3757308685,0.3757767755,0.3757340244,0.3758219809
846,9242184,-755.190499,283.8537274,0.3758703635,0.3757767755,0.3757340244,0.3758219809
847,9240894,-756.0522586,284.104659,0.375773838,0.3757767755,0.3757340244,0.3758219809
848,9238344,-758.1359238,284.9243932,0.3758223087,0.3757767755,0.3757340244,0.3758219809
849,9239013,-758.3762153,284.9063852,0.375679484,0.3757767755,0.3757340244,0.3758219809
850,9237736,-757.2292979,284.553585,0.3757825877,0.3757767755,0.3757340244,0.3758219809
851,9240100,-753.9341652,283.3459259,0.3758231673,0.3757767755,0.3757340244,0.3758219809
852,9241291,-753.6173632,283.1969588,0.3757834846,0.3757767755,0.3757340244,0.3758219809
853,9240792,-754.5046355,283.542151,0.3757990842,0.3757767755,0.3757340244,0.3758219809
854,9239164,-756.3792662,284.2410341,0.3757916786,0.3757767755,0.3757340244,0.3758219809
855,9237826,-756.2151359,284.1960986,0.3758138196,0.3757767755,0.3757340244,0.3758219809
856,9242628,-758.552753,284.9942957,0.3757079446,0.3757767755,0.3757340244,0.3758219809
857,9240955,-754.998727,283.7184196,0.3757866198,0.3757767755,0.3757340244,0.3758219809
858,9236916,-755.4516221,283.8263034,0.3757041419,0.3757767755,0.3757340244,0.3758219809
859,9237970,-756.1491553,284.1623521,0.3758019832,0.3757767755,0.3757340244,0.3758219809
860,9239677,-756.8179945,284.3827878,0.3757611339,0.3757767755,0.3757340244,0.3758219809
861,9238139,-756.5921585,284.3105977,0.3757778804,0.3757767755,0.3757340244,0.3758219809
862,9241389,-756.573616,284.2649986,0.3757268197,0.3757767755,0.3757340244,0.3758219809
863,9237913,-756.7425611,284.3415601,0.37574411,0.3757767755,0.3757340244,0.3758219809
864,9238414,-753.6847485,283.2405115,0.375807673,0.3757767755,0.3757340244,0.3758219809
865,9239345,-755.9179672,284.0785585,0.3758060674,0.3757767755,0.3757340244,0.3758219809
866,9238733,-755.0527253,283.7383798,0.3757861806,0.3757767755,0.3757340244,0.3758219809
867,9239261,-753.8529518,283.3201528,0.3758294666,0.3757767755,0.3757340244,0.3758219809
868,9241407,-755.5202024,283.9281375,0.375804825,0.3757767755,0.3757340244,0.3758219809
869,9239426,-756.8088795,284.3532844,0.3757266756,0.3757767755,0.3757340244,0.3758219809
870,9239024,-756.053847,284.1317813,0.3758089221,0.3757767755,0.3757340244,0.3758219809
871,9239560,-755.2387576,283.7331024,0.3756866284,0.3757767755,0.3757340244,0.3758219809
872,9237569,-754.8419024,283.6585495,0.3757853778,0.3757767755,0.3757340244,0.3758219809
873,9238578,-755.9467109,284.0774457,0.3757903059,0.3757767755,0.3757340244,0.3758219809
874,9239144,-755.6334826,283.950969,0.3757787017,0.3757767755,0.3757340244,0.3758219809
875,9240954,-754.9398291,283.6959538,0.375786179,0.3757767755,0.3757340244,0.3758219809
876,9239880,-756.1555364,284.2101667,0.3758620456,0.3757767755,0.3757340244,0.3758219809
877,9238159,-753.9422267,283.3540963,0.3758299857,0.3757767755,0.3757340244,0.3758219809
878,9240622,-756.7698249,284.3662619,0.3757632143,0.3757767755,0.3757340244,0.3758219809
879,9240348,-755.5439751,283.9435297,0.375813373,0.3757767755,0.3757340244,0.3758219809
880,9238646,-754.3662488,283.5475204,0.3758751414,0.3757767755,0.3757340244,0.3758219809
881,9240298,-755.3199367,283.7669458,0.3756910576,0.3757767755,0.3757340244,0.3758219809
882,9236919,-757.2323352,284.5459752,0.3757710308,0.3757767755,0.3757340244,0.3758219809
883,9240305,-759.0980524,285.2098071,0.3757219588,0.3757767755,0.3757340244,0.3758219809
884,9238659,-756.7408334,284.3305343,0.3757303976,0.3757767755,0.3757340244,0.3758219809
