yB_center,residual_center,count
0.2675,253.75,11
0.2675,256.25,9
0.2675,258.75,11
0.2675,261.25,4
0.2675,263.75,9
0.2675,266.25,5
0.2675,268.75,10
0.2675,271.25,9
0.2675,273.75,5
0.2675,276.25,13
0.2675,278.75,7
0.2675,281.25,6
0.2675,283.75,4
0.2675,286.25,2
0.2675,288.75,3
0.2675,291.25,9
0.2675,293.75,8
0.2675,296.25,11
0.2675,298.75,6
0.2725,-148.75,2
0.2725,-146.25,2
0.2725,-143.75,1
0.2725,-141.25,3
0.2725,-138.75,2
0.2725,-136.25,1
0.2725,-133.75,4
0.2725,-131.25,2
0.2725,-128.75,4
0.2725,-126.25,6
0.2725,-123.75,4
0.2725,-121.25,1
0.2725,-116.25,4
0.2725,-113.75,1
0.2725,-111.25,1
0.2725,-108.75,5
0.2725,-106.25,6
0.2725,-103.75,2
0.2725,-101.25,1
0.2725,-98.75,2
0.2725,-96.25,1
0.2725,-93.75,1
0.2725,-91.25,1
0.2725,-88.75,2
0.2725,-86.25,5
0.2725,-83.75,2
0.2725,-81.25,2
0.2725,-78.75,4
0.2725,-76.25,7
0.2725,-73.75,7
0.2725,-71.25,4
0.2725,-68.75,7
0.2725,-66.25,6
0.2725,-63.75,6
0.2725,-61.25,8
0.2725,-58.75,10
0.2725,-56.25,15
0.2725,-53.75,15
0.2725,-51.25,10
0.2725,-48.75,23
0.2725,-46.25,23
0.2725,-43.75,34
0.2725,-41.25,40
0.2725,-38.75,68
0.2725,-36.25,62
0.2725,-33.75,102
0.2725,-31.25,135
0.2725,-28.75,123
0.2725,-26.25,116
0.2725,-23.75,128
0.2725,-21.25,119
0.2725,-18.75,134
0.2725,-16.25,136
0.2725,-13.75,120
0.2725,-11.25,127
0.2725,-8.75,127
0.2725,-6.25,134
0.2725,-3.75,106
0.2725,-1.25,30
0.2725,1.25,462
0.2725,3.75,250
0.2725,6.25,412
0.2725,8.75,570
0.2725,11.25,794
0.2725,13.75,988
0.2725,16.25,1274
0.2725,18.75,1507
0.2725,21.25,1870
0.2725,23.75,2141
0.2725,26.25,2467
0.2725,28.75,2742
0.2725,31.25,2810
0.2725,33.75,2903
0.2725,36.25,2799
0.2725,38.75,2905
0.2725,41.25,2895
0.2725,43.75,2739
0.2725,46.25,2620
0.2725,48.75,2583
0.2725,51.25,2324
0.2725,53.75,2155
0.2725,56.25,2005
0.2725,58.75,1822
0.2725,61.25,1832
0.2725,63.75,1577
0.2725,66.25,1444
0.2725,68.75,1335
0.2725,71.25,1207
0.2725,73.75,1133
0.2725,76.25,1055
0.2725,78.75,1035
0.2725,81.25,935
0.2725,83.75,826
0.2725,86.25,766
0.2725,88.75,705
0.2725,91.25,710
0.2725,93.75,595
0.2725,96.25,567
0.2725,98.75,529
0.2725,101.25,474
0.2725,103.75,464
0.2725,106.25,402
0.2725,108.75,412
0.2725,111.25,300
0.2725,113.75,320
0.2725,116.25,271
0.2725,118.75,236
0.2725,121.25,222
0.2725,123.75,197
0.2725,126.25,166
0.2725,128.75,139
0.2725,131.25,134
0.2725,133.75,125
0.2725,136.25,110
0.2725,138.75,93
0.2725,141.25,84
0.2725,143.75,91
0.2725,146.25,79
0.2725,148.75,83
0.2725,151.25,58
0.2725,153.75,60
0.2725,156.25,61
0.2725,158.75,50
0.2725,161.25,47
0.2725,163.75,54
0.2725,166.25,35
0.2725,168.75,57
0.2725,171.25,31
0.2725,173.75,24
0.2725,176.25,34
0.2725,178.75,23
0.2725,181.25,31
0.2725,183.75,26
0.2725,186.25,30
0.2725,188.75,24
0.2725,191.25,20
0.2725,193.75,13
0.2725,196.25,26
0.2725,198.75,16
0.2725,201.25,20
0.2725,203.75,18
0.2725,206.25,11
0.2725,208.75,7
0.2725,211.25,9
0.2725,213.75,17
0.2725,216.25,15
0.2725,218.75,13
0.2725,221.25,13
0.2725,223.75,18
0.2725,226.25,12
0.2725,228.75,20
0.2725,231.25,12
0.2725,233.75,16
0.2725,236.25,5
0.2725,238.75,7
0.2725,241.25,11
0.2725,243.75,6
0.2725,246.25,11
0.2725,248.75,6
0.2725,251.25,6
0.2725,253.75,10
0.2725,256.25,8
0.2725,258.75,6
0.2725,261.25,5
0.2725,263.75,4
0.2725,266.25,6
0.2725,268.75,8
0.2725,271.25,3
0.2725,273.75,6
0.2725,276.25,7
0.2725,278.75,10
0.2725,281.25,4
0.2725,283.75,4
0.2725,286.25,8
0.2725,288.75,7
0.2725,291.25,6
0.2725,293.75,1
0.2725,296.25,5
0.2725,298.75,5
0.2775,-148.75,1
0.2775,-146.25,3
0.2775,-141.25,2
0.2775,-138.75,2
0.2775,-136.25,1
0.2775,-133.75,1
0.2775,-131.25,1
0.2775,-128.75,2
0.2775,-126.25,2
0.2775,-123.75,3
0.2775,-121.25,4
0.2775,-118.75,1
0.2775,-116.25,1
0.2775,-113.75,2
0.2775,-108.75,3
0.2775,-106.25,6
0.2775,-103.75,4
0.2775,-101.25,2
0.2775,-98.75,1
0.2775,-96.25,6
0.2775,-93.75,5
0.2775,-91.25,5
0.2775,-88.75,3
0.2775,-86.25,6
0.2775,-83.75,9
0.2775,-81.25,7
0.2775,-78.75,6
0.2775,-76.25,3
0.2775,-73.75,6
0.2775,-71.25,9
0.2775,-68.75,8
0.2775,-66.25,6
0.2775,-63.75,7
0.2775,-61.25,13
0.2775,-58.75,13
0.2775,-56.25,11
0.2775,-53.75,18
0.2775,-51.25,17
0.2775,-48.75,24
0.2775,-46.25,40
0.2775,-43.75,62
0.2775,-41.25,56
0.2775,-38.75,70
0.2775,-36.25,94
0.2775,-33.75,115
0.2775,-31.25,128
0.2775,-28.75,158
0.2775,-26.25,160
0.2775,-23.75,151
0.2775,-21.25,143
0.2775,-18.75,161
0.2775,-16.25,118
0.2775,-13.75,172
0.2775,-11.25,154
0.2775,-8.75,177
0.2775,-6.25,199
0.2775,-3.75,194
0.2775,-1.25,53
0.2775,1.25,746
0.2775,3.75,411
0.2775,6.25,638
0.2775,8.75,887
0.2775,11.25,1132
0.2775,13.75,1384
0.2775,16.25,1763
0.2775,18.75,2039
0.2775,21.25,2484
0.2775,23.75,2596
0.2775,26.25,2859
0.2775,28.75,3111
0.2775,31.25,3288
0.2775,33.75,3290
0.2775,36.25,3301
0.2775,38.75,3289
0.2775,41.25,3223
0.2775,43.75,3101
0.2775,46.25,2800
0.2775,48.75,2625
0.2775,51.25,2379
0.2775,53.75,2245
0.2775,56.25,2153
0.2775,58.75,1936
0.2775,61.25,1860
0.2775,63.75,1728
0.2775,66.25,1573
0.2775,68.75,1382
0.2775,71.25,1380
0.2775,73.75,1249
0.2775,76.25,1065
0.2775,78.75,950
0.2775,81.25,990
0.2775,83.75,907
0.2775,86.25,793
0.2775,88.75,681
0.2775,91.25,642
0.2775,93.75,531
0.2775,96.25,490
0.2775,98.75,469
0.2775,101.25,410
0.2775,103.75,372
0.2775,106.25,314
0.2775,108.75,307
0.2775,111.25,264
0.2775,113.75,254
0.2775,116.25,212
0.2775,118.75,195
0.2775,121.25,198
0.2775,123.75,160
0.2775,126.25,165
0.2775,128.75,142
0.2775,131.25,129
0.2775,133.75,105
0.2775,136.25,88
0.2775,138.75,75
0.2775,141.25,78
0.2775,143.75,70
0.2775,146.25,65
0.2775,148.75,37
0.2775,151.25,55
0.2775,153.75,44
0.2775,156.25,36
0.2775,158.75,32
0.2775,161.25,32
0.2775,163.75,36
0.2775,166.25,33
0.2775,168.75,24
0.2775,171.25,25
0.2775,173.75,27
0.2775,176.25,17
0.2775,178.75,18
0.2775,181.25,21
0.2775,183.75,27
0.2775,186.25,24
0.2775,188.75,13
0.2775,191.25,11
0.2775,193.75,21
0.2775,196.25,17
0.2775,198.75,15
0.2775,201.25,13
0.2775,203.75,12
0.2775,206.25,16
0.2775,208.75,9
0.2775,211.25,5
0.2775,213.75,14
0.2775,216.25,17
0.2775,218.75,16
0.2775,221.25,10
0.2775,223.75,13
0.2775,226.25,14
0.2775,228.75,12
0.2775,231.25,10
0.2775,233.75,7
0.2775,236.25,6
0.2775,238.75,5
0.2775,241.25,9
0.2775,243.75,11
0.2775,246.25,6
0.2775,248.75,6
0.2775,251.25,8
0.2775,253.75,7
0.2775,256.25,6
0.2775,258.75,8
0.2775,261.25,5
0.2775,263.75,5
0.2775,266.25,11
0.2775,268.75,8
0.2775,271.25,7
0.2775,273.75,6
0.2775,276.25,4
0.2775,278.75,8
0.2775,281.25,10
0.2775,283.75,3
0.2775,286.25,5
0.2775,288.75,6
0.2775,291.25,5
0.2775,293.75,2
0.2775,296.25,2
0.2775,298.75,3
0.2825,-148.75,2
0.2825,-146.25,5
0.2825,-143.75,3
0.2825,-141.25,2
0.2825,-136.25,4
0.2825,-133.75,1
0.2825,-131.25,3
0.2825,-128.75,4
0.2825,-126.25,4
0.2825,-123.75,8
0.2825,-121.25,1
0.2825,-116.25,2
0.2825,-113.75,3
0.2825,-111.25,6
0.2825,-108.75,6
0.2825,-106.25,5
0.2825,-103.75,3
0.2825,-101.25,4
0.2825,-98.75,3
0.2825,-96.25,3
0.2825,-93.75,4
0.2825,-91.25,7
0.2825,-88.75,2
0.2825,-86.25,7
0.2825,-83.75,3
0.2825,-81.25,8
0.2825,-78.75,9
0.2825,-76.25,4
0.2825,-73.75,11
0.2825,-71.25,8
0.2825,-68.75,9
0.2825,-66.25,10
0.2825,-63.75,4
0.2825,-61.25,15
0.2825,-58.75,20
0.2825,-56.25,22
0.2825,-53.75,22
0.2825,-51.25,33
0.2825,-48.75,41
0.2825,-46.25,40
0.2825,-43.75,69
0.2825,-41.25,72
0.2825,-38.75,97
0.2825,-36.25,120
0.2825,-33.75,134
0.2825,-31.25,169
0.2825,-28.75,159
0.2825,-26.25,187
0.2825,-23.75,199
0.2825,-21.25,210
0.2825,-18.75,195
0.2825,-16.25,170
0.2825,-13.75,186
0.2825,-11.25,184
0.2825,-8.75,225
0.2825,-6.25,259
0.2825,-3.75,256
0.2825,-1.25,82
0.2825,1.25,1215
0.2825,3.75,597
0.2825,6.25,890
0.2825,8.75,1242
0.2825,11.25,1470
0.2825,13.75,1837
0.2825,16.25,2257
0.2825,18.75,2630
0.2825,21.25,2902
0.2825,23.75,3283
0.2825,26.25,3458
0.2825,28.75,3688
0.2825,31.25,3692
0.2825,33.75,3757
0.2825,36.25,3628
0.2825,38.75,3545
0.2825,41.25,3407
0.2825,43.75,3203
0.2825,46.25,2983
0.2825,48.75,2788
0.2825,51.25,2537
0.2825,53.75,2386
0.2825,56.25,2223
0.2825,58.75,2117
0.2825,61.25,1806
0.2825,63.75,1735
0.2825,66.25,1503
0.2825,68.75,1426
0.2825,71.25,1416
0.2825,73.75,1245
0.2825,76.25,1101
0.2825,78.75,1041
0.2825,81.25,945
0.2825,83.75,826
0.2825,86.25,801
0.2825,88.75,745
0.2825,91.25,588
0.2825,93.75,532
0.2825,96.25,512
0.2825,98.75,430
0.2825,101.25,382
0.2825,103.75,324
0.2825,106.25,306
0.2825,108.75,244
0.2825,111.25,252
0.2825,113.75,238
0.2825,116.25,179
0.2825,118.75,172
0.2825,121.25,160
0.2825,123.75,116
0.2825,126.25,112
0.2825,128.75,103
0.2825,131.25,87
0.2825,133.75,69
0.2825,136.25,66
0.2825,138.75,77
0.2825,141.25,41
0.2825,143.75,46
0.2825,146.25,42
0.2825,148.75,41
0.2825,151.25,35
0.2825,153.75,48
0.2825,156.25,33
0.2825,158.75,30
0.2825,161.25,27
0.2825,163.75,30
0.2825,166.25,19
0.2825,168.75,18
0.2825,171.25,28
0.2825,173.75,15
0.2825,176.25,22
0.2825,178.75,14
0.2825,181.25,14
0.2825,183.75,14
0.2825,186.25,21
0.2825,188.75,10
0.2825,191.25,16
0.2825,193.75,16
0.2825,196.25,17
0.2825,198.75,15
0.2825,201.25,18
0.2825,203.75,12
0.2825,206.25,9
0.2825,208.75,8
0.2825,211.25,12
0.2825,213.75,10
0.2825,216.25,8
0.2825,218.75,9
0.2825,221.25,10
0.2825,223.75,7
0.2825,226.25,6
0.2825,228.75,13
0.2825,231.25,8
0.2825,233.75,6
0.2825,236.25,5
0.2825,238.75,6
0.2825,241.25,3
0.2825,243.75,2
0.2825,246.25,10
0.2825,248.75,4
0.2825,251.25,3
0.2825,253.75,6
0.2825,256.25,6
0.2825,258.75,8
0.2825,261.25,6
0.2825,263.75,5
0.2825,266.25,10
0.2825,268.75,3
0.2825,271.25,3
0.2825,273.75,2
0.2825,278.75,7
0.2825,281.25,5
0.2825,283.75,3
0.2825,286.25,8
0.2825,288.75,2
0.2825,291.25,4
0.2825,293.75,2
0.2825,296.25,3
0.2825,298.75,1
0.2875,-148.75,1
0.2875,-146.25,6
0.2875,-143.75,6
0.2875,-141.25,1
0.2875,-138.75,5
0.2875,-133.75,2
0.2875,-131.25,5
0.2875,-128.75,2
0.2875,-126.25,4
0.2875,-123.75,4
0.2875,-121.25,2
0.2875,-118.75,7
0.2875,-116.25,6
0.2875,-113.75,5
0.2875,-111.25,4
0.2875,-108.75,7
0.2875,-106.25,6
0.2875,-103.75,4
0.2875,-101.25,7
0.2875,-98.75,7
0.2875,-96.25,4
0.2875,-93.75,9
0.2875,-91.25,3
0.2875,-88.75,8
0.2875,-86.25,5
0.2875,-83.75,8
0.2875,-81.25,7
0.2875,-78.75,4
0.2875,-76.25,17
0.2875,-73.75,6
0.2875,-71.25,12
0.2875,-68.75,5
0.2875,-66.25,9
0.2875,-63.75,13
0.2875,-61.25,19
0.2875,-58.75,27
0.2875,-56.25,24
0.2875,-53.75,31
0.2875,-51.25,40
0.2875,-48.75,46
0.2875,-46.25,65
0.2875,-43.75,89
0.2875,-41.25,104
0.2875,-38.75,118
0.2875,-36.25,154
0.2875,-33.75,169
0.2875,-31.25,176
0.2875,-28.75,193
0.2875,-26.25,231
0.2875,-23.75,244
0.2875,-21.25,215
0.2875,-18.75,243
0.2875,-16.25,263
0.2875,-13.75,265
0.2875,-11.25,304
0.2875,-8.75,371
0.2875,-6.25,397
0.2875,-3.75,386
0.2875,-1.25,144
0.2875,1.25,1790
0.2875,3.75,814
0.2875,6.25,1364
0.2875,8.75,1684
0.2875,11.25,2076
0.2875,13.75,2479
0.2875,16.25,2862
0.2875,18.75,3266
0.2875,21.25,3585
0.2875,23.75,3841
0.2875,26.25,4005
0.2875,28.75,4045
0.2875,31.25,4147
0.2875,33.75,4094
0.2875,36.25,4006
0.2875,38.75,3787
0.2875,41.25,3645
0.2875,43.75,3430
0.2875,46.25,3291
0.2875,48.75,2966
0.2875,51.25,2784
0.2875,53.75,2430
0.2875,56.25,2339
0.2875,58.75,2176
0.2875,61.25,1961
0.2875,63.75,1847
0.2875,66.25,1659
0.2875,68.75,1450
0.2875,71.25,1330
0.2875,73.75,1118
0.2875,76.25,1034
0.2875,78.75,998
0.2875,81.25,904
0.2875,83.75,801
0.2875,86.25,686
0.2875,88.75,647
0.2875,91.25,582
0.2875,93.75,567
0.2875,96.25,481
0.2875,98.75,399
0.2875,101.25,403
0.2875,103.75,330
0.2875,106.25,289
0.2875,108.75,258
0.2875,111.25,202
0.2875,113.75,204
0.2875,116.25,182
0.2875,118.75,143
0.2875,121.25,157
0.2875,123.75,99
0.2875,126.25,100
0.2875,128.75,99
0.2875,131.25,75
0.2875,133.75,77
0.2875,136.25,46
0.2875,138.75,54
0.2875,141.25,47
0.2875,143.75,40
0.2875,146.25,28
0.2875,148.75,23
0.2875,151.25,28
0.2875,153.75,23
0.2875,156.25,23
0.2875,158.75,27
0.2875,161.25,24
0.2875,163.75,21
0.2875,166.25,17
0.2875,168.75,22
0.2875,171.25,18
0.2875,173.75,9
0.2875,176.25,12
0.2875,178.75,13
0.2875,181.25,15
0.2875,183.75,13
0.2875,186.25,14
0.2875,188.75,7
0.2875,191.25,20
0.2875,193.75,8
0.2875,196.25,17
0.2875,198.75,8
0.2875,201.25,14
0.2875,203.75,7
0.2875,206.25,11
0.2875,208.75,14
0.2875,211.25,11
0.2875,213.75,13
0.2875,216.25,3
0.2875,218.75,6
0.2875,221.25,7
0.2875,223.75,9
0.2875,226.25,8
0.2875,228.75,2
0.2875,231.25,10
0.2875,233.75,2
0.2875,236.25,6
0.2875,238.75,7
0.2875,241.25,12
0.2875,243.75,6
0.2875,246.25,7
0.2875,248.75,8
0.2875,251.25,3
0.2875,253.75,3
0.2875,256.25,7
0.2875,258.75,5
0.2875,261.25,7
0.2875,263.75,4
0.2875,266.25,5
0.2875,268.75,1
0.2875,271.25,5
0.2875,273.75,5
0.2875,276.25,4
0.2875,278.75,1
0.2875,281.25,5
0.2875,283.75,1
0.2875,286.25,5
0.2875,288.75,3
0.2875,291.25,2
0.2875,293.75,2
0.2875,296.25,4
0.2875,298.75,5
0.2925,-148.75,1
0.2925,-146.25,4
0.2925,-143.75,2
0.2925,-141.25,6
0.2925,-138.75,4
0.2925,-136.25,10
0.2925,-133.75,3
0.2925,-131.25,7
0.2925,-128.75,4
0.2925,-126.25,3
0.2925,-123.75,2
0.2925,-121.25,2
0.2925,-118.75,3
0.2925,-116.25,3
0.2925,-113.75,3
0.2925,-111.25,7
0.2925,-108.75,7
0.2925,-106.25,4
0.2925,-103.75,6
0.2925,-101.25,4
0.2925,-98.75,9
0.2925,-96.25,7
0.2925,-93.75,11
0.2925,-91.25,8
0.2925,-88.75,7
0.2925,-86.25,8
0.2925,-83.75,5
0.2925,-81.25,10
0.2925,-78.75,14
0.2925,-76.25,11
0.2925,-73.75,9
0.2925,-71.25,17
0.2925,-68.75,14
0.2925,-66.25,21
0.2925,-63.75,19
0.2925,-61.25,25
0.2925,-58.75,27
0.2925,-56.25,27
0.2925,-53.75,34
0.2925,-51.25,65
0.2925,-48.75,74
0.2925,-46.25,66
0.2925,-43.75,104
0.2925,-41.25,114
0.2925,-38.75,161
0.2925,-36.25,170
0.2925,-33.75,219
0.2925,-31.25,233
0.2925,-28.75,250
0.2925,-26.25,270
0.2925,-23.75,317
0.2925,-21.25,297
0.2925,-18.75,297
0.2925,-16.25,350
0.2925,-13.75,358
0.2925,-11.25,438
0.2925,-8.75,489
0.2925,-6.25,572
0.2925,-3.75,555
0.2925,-1.25,198
0.2925,1.25,2749
0.2925,3.75,1054
0.2925,6.25,1756
0.2925,8.75,2270
0.2925,11.25,2654
0.2925,13.75,3154
0.2925,16.25,3419
0.2925,18.75,3968
0.2925,21.25,4218
0.2925,23.75,4430
0.2925,26.25,4567
0.2925,28.75,4562
0.2925,31.25,4562
0.2925,33.75,4501
0.2925,36.25,4224
0.2925,38.75,4118
0.2925,41.25,3895
0.2925,43.75,3724
0.2925,46.25,3428
0.2925,48.75,3162
0.2925,51.25,2878
0.2925,53.75,2681
0.2925,56.25,2460
0.2925,58.75,2239
0.2925,61.25,2077
0.2925,63.75,1838
0.2925,66.25,1765
0.2925,68.75,1511
0.2925,71.25,1396
0.2925,73.75,1260
0.2925,76.25,1203
0.2925,78.75,1015
0.2925,81.25,909
0.2925,83.75,867
0.2925,86.25,746
0.2925,88.75,730
0.2925,91.25,600
0.2925,93.75,530
0.2925,96.25,481
0.2925,98.75,410
0.2925,101.25,374
0.2925,103.75,313
0.2925,106.25,278
0.2925,108.75,234
0.2925,111.25,230
0.2925,113.75,188
0.2925,116.25,164
0.2925,118.75,138
0.2925,121.25,119
0.2925,123.75,102
0.2925,126.25,104
0.2925,128.75,80
0.2925,131.25,65
0.2925,133.75,43
0.2925,136.25,55
0.2925,138.75,47
0.2925,141.25,54
0.2925,143.75,32
0.2925,146.25,28
0.2925,148.75,23
0.2925,151.25,28
0.2925,153.75,16
0.2925,156.25,14
0.2925,158.75,19
0.2925,161.25,16
0.2925,163.75,16
0.2925,166.25,9
0.2925,168.75,12
0.2925,171.25,12
0.2925,173.75,13
0.2925,176.25,9
0.2925,178.75,7
0.2925,181.25,9
0.2925,183.75,9
0.2925,186.25,12
0.2925,188.75,9
0.2925,191.25,18
0.2925,193.75,8
0.2925,196.25,8
0.2925,198.75,7
0.2925,201.25,5
0.2925,203.75,9
0.2925,206.25,7
0.2925,208.75,5
0.2925,211.25,3
0.2925,213.75,13
0.2925,216.25,2
0.2925,218.75,7
0.2925,221.25,6
0.2925,223.75,11
0.2925,226.25,10
0.2925,228.75,7
0.2925,231.25,7
0.2925,233.75,8
0.2925,236.25,4
0.2925,238.75,7
0.2925,241.25,4
0.2925,243.75,13
0.2925,246.25,5
0.2925,248.75,7
0.2925,251.25,3
0.2925,253.75,5
0.2925,256.25,6
0.2925,258.75,3
0.2925,261.25,6
0.2925,263.75,6
0.2925,266.25,4
0.2925,268.75,2
0.2925,271.25,1
0.2925,273.75,3
0.2925,276.25,2
0.2925,278.75,3
0.2925,281.25,5
0.2925,283.75,2
0.2925,286.25,3
0.2925,288.75,2
0.2925,291.25,3
0.2925,293.75,4
0.2925,296.25,4
0.2925,298.75,3
0.2975,-148.75,6
0.2975,-146.25,6
0.2975,-143.75,4
0.2975,-141.25,4
0.2975,-138.75,9
0.2975,-136.25,5
0.2975,-133.75,3
0.2975,-131.25,2
0.2975,-128.75,8
0.2975,-126.25,5
0.2975,-123.75,4
0.2975,-121.25,3
0.2975,-118.75,8
0.2975,-116.25,9
0.2975,-113.75,6
0.2975,-111.25,5
0.2975,-108.75,8
0.2975,-106.25,3
0.2975,-103.75,6
0.2975,-101.25,5
0.2975,-98.75,11
0.2975,-96.25,4
0.2975,-93.75,5
0.2975,-91.25,18
0.2975,-88.75,10
0.2975,-86.25,13
0.2975,-83.75,12
0.2975,-81.25,5
0.2975,-78.75,18
0.2975,-76.25,22
0.2975,-73.75,22
0.2975,-71.25,14
0.2975,-68.75,25
0.2975,-66.25,23
0.2975,-63.75,24
0.2975,-61.25,16
0.2975,-58.75,52
0.2975,-56.25,45
0.2975,-53.75,47
0.2975,-51.25,66
0.2975,-48.75,101
0.2975,-46.25,104
0.2975,-43.75,146
0.2975,-41.25,160
0.2975,-38.75,179
0.2975,-36.25,235
0.2975,-33.75,243
0.2975,-31.25,282
0.2975,-28.75,336
0.2975,-26.25,388
0.2975,-23.75,402
0.2975,-21.25,387
0.2975,-18.75,418
0.2975,-16.25,472
0.2975,-13.75,527
0.2975,-11.25,681
0.2975,-8.75,751
0.2975,-6.25,809
0.2975,-3.75,748
0.2975,-1.25,272
0.2975,1.25,4091
0.2975,3.75,1376
0.2975,6.25,2279
0.2975,8.75,2851
0.2975,11.25,3326
0.2975,13.75,3864
0.2975,16.25,4186
0.2975,18.75,4569
0.2975,21.25,4984
0.2975,23.75,4944
0.2975,26.25,5121
0.2975,28.75,5171
0.2975,31.25,4972
0.2975,33.75,4788
0.2975,36.25,4721
0.2975,38.75,4455
0.2975,41.25,4256
0.2975,43.75,3852
0.2975,46.25,3587
0.2975,48.75,3293
0.2975,51.25,3158
0.2975,53.75,2847
0.2975,56.25,2657
0.2975,58.75,2357
0.2975,61.25,2047
0.2975,63.75,1916
0.2975,66.25,1757
0.2975,68.75,1600
0.2975,71.25,1464
0.2975,73.75,1287
0.2975,76.25,1155
0.2975,78.75,1015
0.2975,81.25,871
0.2975,83.75,822
0.2975,86.25,725
0.2975,88.75,648
0.2975,91.25,595
0.2975,93.75,529
0.2975,96.25,432
0.2975,98.75,391
0.2975,101.25,323
0.2975,103.75,276
0.2975,106.25,259
0.2975,108.75,205
0.2975,111.25,185
0.2975,113.75,125
0.2975,116.25,131
0.2975,118.75,103
0.2975,121.25,95
0.2975,123.75,80
0.2975,126.25,76
0.2975,128.75,67
0.2975,131.25,63
0.2975,133.75,51
0.2975,136.25,41
0.2975,138.75,32
0.2975,141.25,33
0.2975,143.75,32
0.2975,146.25,32
0.2975,148.75,19
0.2975,151.25,18
0.2975,153.75,13
0.2975,156.25,15
0.2975,158.75,15
0.2975,161.25,12
0.2975,163.75,8
0.2975,166.25,16
0.2975,168.75,8
0.2975,171.25,12
0.2975,173.75,10
0.2975,176.25,5
0.2975,178.75,12
0.2975,181.25,6
0.2975,183.75,12
0.2975,186.25,14
0.2975,188.75,6
0.2975,191.25,5
0.2975,193.75,7
0.2975,196.25,8
0.2975,198.75,8
0.2975,201.25,5
0.2975,203.75,8
0.2975,206.25,8
0.2975,208.75,7
0.2975,211.25,6
0.2975,213.75,9
0.2975,216.25,11
0.2975,218.75,9
0.2975,221.25,9
0.2975,223.75,3
0.2975,226.25,10
0.2975,228.75,6
0.2975,231.25,10
0.2975,233.75,4
0.2975,236.25,6
0.2975,238.75,9
0.2975,241.25,15
0.2975,243.75,5
0.2975,246.25,2
0.2975,248.75,7
0.2975,253.75,3
0.2975,256.25,2
0.2975,258.75,5
0.2975,261.25,4
0.2975,263.75,4
0.2975,266.25,3
0.2975,268.75,5
0.2975,271.25,4
0.2975,273.75,3
0.2975,278.75,5
0.2975,281.25,5
0.2975,283.75,4
0.2975,286.25,3
0.2975,288.75,3
0.2975,291.25,1
0.2975,293.75,1
0.2975,298.75,3
0.3025,-148.75,7
0.3025,-146.25,6
0.3025,-143.75,3
0.3025,-141.25,10
0.3025,-138.75,8
0.3025,-136.25,5
0.3025,-133.75,7
0.3025,-131.25,4
0.3025,-128.75,8
0.3025,-126.25,12
0.3025,-123.75,2
0.3025,-121.25,4
0.3025,-118.75,8
0.3025,-116.25,3
0.3025,-113.75,6
0.3025,-111.25,8
0.3025,-108.75,7
0.3025,-106.25,7
0.3025,-103.75,9
0.3025,-101.25,9
0.3025,-98.75,6
0.3025,-96.25,13
0.3025,-93.75,11
0.3025,-91.25,16
0.3025,-88.75,17
0.3025,-86.25,13
0.3025,-83.75,15
0.3025,-81.25,11
0.3025,-78.75,15
0.3025,-76.25,21
0.3025,-73.75,39
0.3025,-71.25,30
0.3025,-68.75,29
0.3025,-66.25,33
0.3025,-63.75,26
0.3025,-61.25,46
0.3025,-58.75,53
0.3025,-56.25,50
0.3025,-53.75,83
0.3025,-51.25,103
0.3025,-48.75,105
0.3025,-46.25,128
0.3025,-43.75,160
0.3025,-41.25,197
0.3025,-38.75,242
0.3025,-36.25,284
0.3025,-33.75,344
0.3025,-31.25,360
0.3025,-28.75,430
0.3025,-26.25,453
0.3025,-23.75,506
0.3025,-21.25,555
0.3025,-18.75,612
0.3025,-16.25,678
0.3025,-13.75,759
0.3025,-11.25,879
0.3025,-8.75,1051
0.3025,-6.25,1183
0.3025,-3.75,960
0.3025,-1.25,408
0.3025,1.25,6138
0.3025,3.75,1643
0.3025,6.25,2835
0.3025,8.75,3565
0.3025,11.25,4069
0.3025,13.75,4525
0.3025,16.25,5168
0.3025,18.75,5357
0.3025,21.25,5724
0.3025,23.75,5764
0.3025,26.25,5699
0.3025,28.75,5683
0.3025,31.25,5522
0.3025,33.75,5352
0.3025,36.25,5043
0.3025,38.75,4805
0.3025,41.25,4483
0.3025,43.75,4255
0.3025,46.25,3782
0.3025,48.75,3598
0.3025,51.25,3207
0.3025,53.75,2950
0.3025,56.25,2617
0.3025,58.75,2441
0.3025,61.25,2157
0.3025,63.75,2027
0.3025,66.25,1863
0.3025,68.75,1665
0.3025,71.25,1430
0.3025,73.75,1269
0.3025,76.25,1107
0.3025,78.75,1013
0.3025,81.25,909
0.3025,83.75,797
0.3025,86.25,736
0.3025,88.75,592
0.3025,91.25,556
0.3025,93.75,429
0.3025,96.25,393
0.3025,98.75,324
0.3025,101.25,286
0.3025,103.75,246
0.3025,106.25,203
0.3025,108.75,162
0.3025,111.25,125
0.3025,113.75,119
0.3025,116.25,112
0.3025,118.75,92
0.3025,121.25,102
0.3025,123.75,75
0.3025,126.25,68
0.3025,128.75,55
0.3025,131.25,37
0.3025,133.75,30
0.3025,136.25,33
0.3025,138.75,34
0.3025,141.25,26
0.3025,143.75,22
0.3025,146.25,21
0.3025,148.75,10
0.3025,151.25,13
0.3025,153.75,15
0.3025,156.25,9
0.3025,158.75,9
0.3025,161.25,12
