yB_center,residual_center,count
0.3375,123.75,25
0.3375,126.25,24
0.3375,128.75,21
0.3375,131.25,14
0.3375,133.75,14
0.3375,136.25,19
0.3375,138.75,4
0.3375,141.25,9
0.3375,143.75,7
0.3375,146.25,4
0.3375,148.75,5
0.3375,151.25,5
0.3375,153.75,5
0.3375,158.75,1
0.3375,161.25,4
0.3375,163.75,1
0.3375,166.25,4
0.3375,168.75,1
0.3375,171.25,1
0.3375,176.25,3
0.3375,181.25,1
0.3375,183.75,2
0.3375,188.75,1
0.3375,193.75,1
0.3375,196.25,1
0.3375,198.75,2
0.3375,201.25,1
0.3375,211.25,1
0.3375,213.75,1
0.3375,216.25,1
0.3375,218.75,1
0.3375,221.25,1
0.3375,228.75,4
0.3375,231.25,1
0.3375,233.75,2
0.3375,236.25,2
0.3375,238.75,2
0.3375,243.75,2
0.3375,246.25,1
0.3375,248.75,2
0.3375,251.25,1
0.3375,253.75,1
0.3375,256.25,1
0.3375,258.75,1
0.3375,261.25,2
0.3375,263.75,1
0.3375,266.25,3
0.3375,268.75,1
0.3375,271.25,2
0.3375,273.75,3
0.3375,276.25,1
0.3375,278.75,2
0.3375,281.25,4
0.3375,283.75,2
0.3375,286.25,1
0.3375,288.75,2
0.3375,291.25,2
0.3375,293.75,2
0.3375,296.25,1
0.3375,298.75,2
0.3425,-148.75,13
0.3425,-146.25,13
0.3425,-143.75,12
0.3425,-141.25,20
0.3425,-138.75,18
0.3425,-136.25,24
0.3425,-133.75,19
0.3425,-131.25,16
0.3425,-128.75,17
0.3425,-126.25,15
0.3425,-123.75,17
0.3425,-121.25,11
0.3425,-118.75,31
0.3425,-116.25,21
0.3425,-113.75,21
0.3425,-111.25,24
0.3425,-108.75,30
0.3425,-106.25,32
0.3425,-103.75,40
0.3425,-101.25,29
0.3425,-98.75,38
0.3425,-96.25,30
0.3425,-93.75,59
0.3425,-91.25,42
0.3425,-88.75,66
0.3425,-86.25,63
0.3425,-83.75,65
0.3425,-81.25,75
0.3425,-78.75,85
0.3425,-76.25,84
0.3425,-73.75,130
0.3425,-71.25,106
0.3425,-68.75,163
0.3425,-66.25,185
0.3425,-63.75,185
0.3425,-61.25,266
0.3425,-58.75,307
0.3425,-56.25,354
0.3425,-53.75,484
0.3425,-51.25,532
0.3425,-48.75,696
0.3425,-46.25,776
0.3425,-43.75,918
0.3425,-41.25,1132
0.3425,-38.75,1327
0.3425,-36.25,1601
0.3425,-33.75,1884
0.3425,-31.25,2223
0.3425,-28.75,2579
0.3425,-26.25,3010
0.3425,-23.75,3535
0.3425,-21.25,4110
0.3425,-18.75,4534
0.3425,-16.25,5153
0.3425,-13.75,5848
0.3425,-11.25,6277
0.3425,-8.75,6445
0.3425,-6.25,5912
0.3425,-3.75,4340
0.3425,-1.25,1194
0.3425,1.25,55932
0.3425,3.75,5398
0.3425,6.25,8539
0.3425,8.75,11275
0.3425,11.25,13304
0.3425,13.75,14148
0.3425,16.25,14443
0.3425,18.75,14231
0.3425,21.25,13747
0.3425,23.75,13070
0.3425,26.25,12586
0.3425,28.75,11750
0.3425,31.25,10630
0.3425,33.75,9431
0.3425,36.25,8777
0.3425,38.75,7872
0.3425,41.25,6993
0.3425,43.75,6067
0.3425,46.25,5345
0.3425,48.75,4754
0.3425,51.25,4120
0.3425,53.75,3415
0.3425,56.25,3100
0.3425,58.75,2571
0.3425,61.25,2339
0.3425,63.75,1957
0.3425,66.25,1676
0.3425,68.75,1418
0.3425,71.25,1172
0.3425,73.75,1061
0.3425,76.25,827
0.3425,78.75,731
0.3425,81.25,633
0.3425,83.75,520
0.3425,86.25,442
0.3425,88.75,361
0.3425,91.25,310
0.3425,93.75,223
0.3425,96.25,206
0.3425,98.75,184
0.3425,101.25,134
0.3425,103.75,126
0.3425,106.25,93
0.3425,108.75,90
0.3425,111.25,62
0.3425,113.75,68
0.3425,116.25,44
0.3425,118.75,30
0.3425,121.25,34
0.3425,123.75,25
0.3425,126.25,17
0.3425,128.75,18
0.3425,131.25,19
0.3425,133.75,18
0.3425,136.25,6
0.3425,138.75,5
0.3425,141.25,7
0.3425,143.75,4
0.3425,146.25,4
0.3425,148.75,8
0.3425,151.25,5
0.3425,153.75,3
0.3425,156.25,4
0.3425,158.75,2
0.3425,161.25,1
0.3425,166.25,2
0.3425,168.75,1
0.3425,171.25,3
0.3425,173.75,2
0.3425,178.75,1
0.3425,181.25,1
0.3425,188.75,1
0.3425,191.25,1
0.3425,201.25,2
0.3425,206.25,1
0.3425,211.25,1
0.3425,213.75,1
0.3425,218.75,1
0.3425,226.25,1
0.3425,228.75,1
0.3425,231.25,5
0.3425,233.75,1
0.3425,238.75,2
0.3425,241.25,1
0.3425,246.25,3
0.3425,253.75,1
0.3425,256.25,1
0.3425,261.25,2
0.3425,263.75,1
0.3425,266.25,2
0.3425,271.25,2
0.3425,273.75,1
0.3425,281.25,2
0.3425,283.75,1
0.3425,293.75,4
0.3425,298.75,1
0.3475,-148.75,16
0.3475,-146.25,22
0.3475,-143.75,16
0.3475,-141.25,16
0.3475,-138.75,15
0.3475,-136.25,14
0.3475,-133.75,16
0.3475,-131.25,29
0.3475,-128.75,15
0.3475,-126.25,22
0.3475,-123.75,16
0.3475,-121.25,17
0.3475,-118.75,18
0.3475,-116.25,20
0.3475,-113.75,28
0.3475,-111.25,28
0.3475,-108.75,31
0.3475,-106.25,38
0.3475,-103.75,45
0.3475,-101.25,46
0.3475,-98.75,40
0.3475,-96.25,42
0.3475,-93.75,50
0.3475,-91.25,64
0.3475,-88.75,77
0.3475,-86.25,72
0.3475,-83.75,81
0.3475,-81.25,94
0.3475,-78.75,104
0.3475,-76.25,118
0.3475,-73.75,124
0.3475,-71.25,148
0.3475,-68.75,182
0.3475,-66.25,191
0.3475,-63.75,247
0.3475,-61.25,336
0.3475,-58.75,342
0.3475,-56.25,457
0.3475,-53.75,579
0.3475,-51.25,659
0.3475,-48.75,855
0.3475,-46.25,958
0.3475,-43.75,1143
0.3475,-41.25,1320
0.3475,-38.75,1546
0.3475,-36.25,1810
0.3475,-33.75,2206
0.3475,-31.25,2638
0.3475,-28.75,3010
0.3475,-26.25,3652
0.3475,-23.75,4168
0.3475,-21.25,4904
0.3475,-18.75,5639
0.3475,-16.25,6322
0.3475,-13.75,6946
0.3475,-11.25,7613
0.3475,-8.75,7511
0.3475,-6.25,6509
0.3475,-3.75,4552
0.3475,-1.25,1100
0.3475,1.25,69464
0.3475,3.75,5560
0.3475,6.25,8865
0.3475,8.75,11988
0.3475,11.25,13998
0.3475,13.75,14977
0.3475,16.25,15667
0.3475,18.75,15353
0.3475,21.25,15097
0.3475,23.75,14251
0.3475,26.25,13351
0.3475,28.75,12190
0.3475,31.25,11351
0.3475,33.75,10063
0.3475,36.25,9157
0.3475,38.75,7902
0.3475,41.25,7110
0.3475,43.75,6204
0.3475,46.25,5357
0.3475,48.75,4746
0.3475,51.25,3986
0.3475,53.75,3453
0.3475,56.25,2954
0.3475,58.75,2553
0.3475,61.25,2109
0.3475,63.75,1869
0.3475,66.25,1568
0.3475,68.75,1257
0.3475,71.25,1054
0.3475,73.75,897
0.3475,76.25,742
0.3475,78.75,649
0.3475,81.25,521
0.3475,83.75,425
0.3475,86.25,379
0.3475,88.75,324
0.3475,91.25,226
0.3475,93.75,205
0.3475,96.25,173
0.3475,98.75,164
0.3475,101.25,115
0.3475,103.75,93
0.3475,106.25,96
0.3475,108.75,68
0.3475,111.25,52
0.3475,113.75,46
0.3475,116.25,38
0.3475,118.75,19
0.3475,121.25,23
0.3475,123.75,18
0.3475,126.25,13
0.3475,128.75,8
0.3475,131.25,5
0.3475,133.75,6
0.3475,136.25,6
0.3475,138.75,4
0.3475,141.25,2
0.3475,143.75,4
0.3475,146.25,1
0.3475,151.25,4
0.3475,153.75,2
0.3475,156.25,1
0.3475,158.75,2
0.3475,161.25,2
0.3475,163.75,1
0.3475,171.25,1
0.3475,173.75,1
0.3475,176.25,1
0.3475,178.75,1
0.3475,181.25,1
0.3475,186.25,2
0.3475,193.75,2
0.3475,198.75,1
0.3475,203.75,1
0.3475,206.25,2
0.3475,211.25,1
0.3475,213.75,1
0.3475,221.25,3
0.3475,223.75,3
0.3475,226.25,2
0.3475,228.75,2
0.3475,231.25,2
0.3475,236.25,1
0.3475,238.75,3
0.3475,241.25,3
0.3475,243.75,2
0.3475,248.75,1
0.3475,251.25,1
0.3475,253.75,1
0.3475,256.25,3
0.3475,258.75,5
0.3475,261.25,3
0.3475,266.25,1
0.3475,271.25,1
0.3475,278.75,2
0.3475,286.25,3
0.3475,288.75,1
0.3475,293.75,2
0.3475,296.25,1
0.3475,298.75,1
0.3525,-148.75,10
0.3525,-146.25,12
0.3525,-143.75,11
0.3525,-141.25,12
0.3525,-138.75,16
0.3525,-136.25,15
0.3525,-133.75,24
0.3525,-131.25,21
0.3525,-128.75,38
0.3525,-126.25,27
0.3525,-123.75,23
0.3525,-121.25,20
0.3525,-118.75,26
0.3525,-116.25,34
0.3525,-113.75,22
0.3525,-111.25,35
0.3525,-108.75,49
0.3525,-106.25,38
0.3525,-103.75,57
0.3525,-101.25,40
0.3525,-98.75,53
0.3525,-96.25,69
0.3525,-93.75,60
0.3525,-91.25,56
0.3525,-88.75,102
0.3525,-86.25,66
0.3525,-83.75,98
0.3525,-81.25,100
0.3525,-78.75,101
0.3525,-76.25,151
0.3525,-73.75,140
0.3525,-71.25,181
0.3525,-68.75,201
0.3525,-66.25,256
0.3525,-63.75,270
0.3525,-61.25,378
0.3525,-58.75,446
0.3525,-56.25,484
0.3525,-53.75,641
0.3525,-51.25,771
0.3525,-48.75,900
0.3525,-46.25,1099
0.3525,-43.75,1293
0.3525,-41.25,1571
0.3525,-38.75,1852
0.3525,-36.25,2108
0.3525,-33.75,2568
0.3525,-31.25,2994
0.3525,-28.75,3593
0.3525,-26.25,4297
0.3525,-23.75,4829
0.3525,-21.25,5768
0.3525,-18.75,6420
0.3525,-16.25,7638
0.3525,-13.75,8224
0.3525,-11.25,8737
0.3525,-8.75,8454
0.3525,-6.25,7240
0.3525,-3.75,4884
0.3525,-1.25,974
0.3525,1.25,84945
0.3525,3.75,5814
0.3525,6.25,9402
0.3525,8.75,12467
0.3525,11.25,15016
0.3525,13.75,16159
0.3525,16.25,16615
0.3525,18.75,16233
0.3525,21.25,15639
0.3525,23.75,14778
0.3525,26.25,13902
0.3525,28.75,12646
0.3525,31.25,11507
0.3525,33.75,10286
0.3525,36.25,9030
0.3525,38.75,8045
0.3525,41.25,6869
0.3525,43.75,6153
0.3525,46.25,5222
0.3525,48.75,4591
0.3525,51.25,4026
0.3525,53.75,3376
0.3525,56.25,2798
0.3525,58.75,2380
0.3525,61.25,2006
0.3525,63.75,1621
0.3525,66.25,1425
0.3525,68.75,1165
0.3525,71.25,973
0.3525,73.75,789
0.3525,76.25,644
0.3525,78.75,602
0.3525,81.25,489
0.3525,83.75,416
0.3525,86.25,320
0.3525,88.75,265
0.3525,91.25,246
0.3525,93.75,177
0.3525,96.25,121
0.3525,98.75,130
0.3525,101.25,128
0.3525,103.75,95
0.3525,106.25,74
0.3525,108.75,55
0.3525,111.25,51
0.3525,113.75,37
0.3525,116.25,39
0.3525,118.75,17
0.3525,121.25,19
0.3525,123.75,21
0.3525,126.25,17
0.3525,128.75,20
0.3525,131.25,12
0.3525,133.75,10
0.3525,136.25,7
0.3525,138.75,2
0.3525,141.25,2
0.3525,143.75,2
0.3525,146.25,3
0.3525,148.75,4
0.3525,151.25,1
0.3525,153.75,2
0.3525,156.25,3
0.3525,163.75,1
0.3525,176.25,1
0.3525,178.75,1
0.3525,183.75,3
0.3525,193.75,1
0.3525,196.25,1
0.3525,198.75,1
0.3525,201.25,1
0.3525,216.25,1
0.3525,218.75,3
0.3525,221.25,2
0.3525,223.75,3
0.3525,226.25,1
0.3525,236.25,1
0.3525,238.75,1
0.3525,248.75,2
0.3525,253.75,1
0.3525,256.25,1
0.3525,261.25,1
0.3525,283.75,2
0.3525,286.25,3
0.3525,288.75,1
0.3525,293.75,1
0.3575,-148.75,8
0.3575,-146.25,11
0.3575,-143.75,13
0.3575,-141.25,23
0.3575,-138.75,15
0.3575,-136.25,23
0.3575,-133.75,16
0.3575,-131.25,19
0.3575,-128.75,21
0.3575,-126.25,29
0.3575,-123.75,20
0.3575,-121.25,33
0.3575,-118.75,31
0.3575,-116.25,25
0.3575,-113.75,48
0.3575,-111.25,33
0.3575,-108.75,33
0.3575,-106.25,34
0.3575,-103.75,50
0.3575,-101.25,42
0.3575,-98.75,60
0.3575,-96.25,74
0.3575,-93.75,76
0.3575,-91.25,81
0.3575,-88.75,84
0.3575,-86.25,101
0.3575,-83.75,107
0.3575,-81.25,130
0.3575,-78.75,149
0.3575,-76.25,157
0.3575,-73.75,180
0.3575,-71.25,177
0.3575,-68.75,208
0.3575,-66.25,234
0.3575,-63.75,315
0.3575,-61.25,387
0.3575,-58.75,460
0.3575,-56.25,549
0.3575,-53.75,711
0.3575,-51.25,808
0.3575,-48.75,1047
0.3575,-46.25,1210
0.3575,-43.75,1485
0.3575,-41.25,1739
0.3575,-38.75,1992
0.3575,-36.25,2546
0.3575,-33.75,3003
0.3575,-31.25,3485
0.3575,-28.75,4223
0.3575,-26.25,4936
0.3575,-23.75,5699
0.3575,-21.25,6671
0.3575,-18.75,7452
0.3575,-16.25,8569
0.3575,-13.75,9420
0.3575,-11.25,9645
0.3575,-8.75,9204
0.3575,-6.25,7522
0.3575,-3.75,5245
0.3575,-1.25,985
0.3575,1.25,99288
0.3575,3.75,5907
0.3575,6.25,9670
0.3575,8.75,12942
0.3575,11.25,15534
0.3575,13.75,16806
0.3575,16.25,17257
0.3575,18.75,17116
0.3575,21.25,16238
0.3575,23.75,15585
0.3575,26.25,14186
0.3575,28.75,12649
0.3575,31.25,11568
0.3575,33.75,10377
0.3575,36.25,9009
0.3575,38.75,7881
0.3575,41.25,6850
0.3575,43.75,6039
0.3575,46.25,5148
0.3575,48.75,4414
0.3575,51.25,3705
0.3575,53.75,3152
0.3575,56.25,2619
0.3575,58.75,2188
0.3575,61.25,1825
0.3575,63.75,1507
0.3575,66.25,1331
0.3575,68.75,1119
0.3575,71.25,904
0.3575,73.75,730
0.3575,76.25,615
0.3575,78.75,510
0.3575,81.25,383
0.3575,83.75,322
0.3575,86.25,299
0.3575,88.75,239
0.3575,91.25,199
0.3575,93.75,159
0.3575,96.25,138
0.3575,98.75,94
0.3575,101.25,81
0.3575,103.75,81
0.3575,106.25,42
0.3575,108.75,57
0.3575,111.25,30
0.3575,113.75,38
0.3575,116.25,28
0.3575,118.75,26
0.3575,121.25,15
0.3575,123.75,23
0.3575,126.25,11
0.3575,128.75,13
0.3575,131.25,13
0.3575,133.75,8
0.3575,136.25,5
0.3575,138.75,8
0.3575,141.25,1
0.3575,143.75,2
0.3575,146.25,3
0.3575,148.75,1
0.3575,151.25,4
0.3575,153.75,1
0.3575,156.25,1
0.3575,163.75,1
0.3575,166.25,1
0.3575,171.25,1
0.3575,173.75,1
0.3575,176.25,1
0.3575,181.25,1
0.3575,188.75,1
0.3575,191.25,1
0.3575,196.25,1
0.3575,198.75,1
0.3575,201.25,2
0.3575,203.75,1
0.3575,211.25,1
0.3575,213.75,1
0.3575,216.25,1
0.3575,226.25,1
0.3575,228.75,1
0.3575,233.75,1
0.3575,236.25,4
0.3575,238.75,1
0.3575,241.25,2
0.3575,243.75,2
0.3575,246.25,1
0.3575,251.25,1
0.3575,253.75,1
0.3575,263.75,1
0.3575,266.25,1
0.3575,276.25,1
0.3575,278.75,1
0.3575,281.25,1
0.3575,283.75,1
0.3575,286.25,2
0.3575,288.75,1
0.3625,-148.75,10
0.3625,-146.25,21
0.3625,-143.75,14
0.3625,-141.25,13
0.3625,-138.75,21
0.3625,-136.25,15
0.3625,-133.75,16
0.3625,-131.25,29
0.3625,-128.75,13
0.3625,-126.25,22
0.3625,-123.75,30
0.3625,-121.25,22
0.3625,-118.75,26
0.3625,-116.25,34
0.3625,-113.75,35
0.3625,-111.25,43
0.3625,-108.75,49
0.3625,-106.25,57
0.3625,-103.75,58
0.3625,-101.25,34
0.3625,-98.75,60
0.3625,-96.25,60
0.3625,-93.75,80
0.3625,-91.25,80
0.3625,-88.75,105
0.3625,-86.25,101
0.3625,-83.75,110
0.3625,-81.25,121
0.3625,-78.75,163
0.3625,-76.25,145
0.3625,-73.75,188
0.3625,-71.25,210
0.3625,-68.75,213
0.3625,-66.25,267
0.3625,-63.75,353
0.3625,-61.25,394
0.3625,-58.75,501
0.3625,-56.25,621
0.3625,-53.75,789
0.3625,-51.25,894
0.3625,-48.75,1085
0.3625,-46.25,1272
0.3625,-43.75,1515
0.3625,-41.25,1966
0.3625,-38.75,2266
0.3625,-36.25,2810
0.3625,-33.75,3332
0.3625,-31.25,3854
0.3625,-28.75,4521
0.3625,-26.25,5373
0.3625,-23.75,6331
0.3625,-21.25,7208
0.3625,-18.75,8752
0.3625,-16.25,9729
0.3625,-13.75,10429
0.3625,-11.25,10494
0.3625,-8.75,10014
0.3625,-6.25,8010
0.3625,-3.75,5259
0.3625,-1.25,900
0.3625,1.25,113653
0.3625,3.75,6009
0.3625,6.25,9735
0.3625,8.75,12916
0.3625,11.25,15643
0.3625,13.75,17327
0.3625,16.25,18029
0.3625,18.75,17464
0.3625,21.25,16675
0.3625,23.75,15540
0.3625,26.25,14038
0.3625,28.75,12705
0.3625,31.25,11276
0.3625,33.75,10008
0.3625,36.25,8631
0.3625,38.75,7530
0.3625,41.25,6491
0.3625,43.75,5618
0.3625,46.25,4816
0.3625,48.75,4143
0.3625,51.25,3357
0.3625,53.75,2930
0.3625,56.25,2445
0.3625,58.75,2069
0.3625,61.25,1717
0.3625,63.75,1445
0.3625,66.25,1110
0.3625,68.75,953
0.3625,71.25,685
0.3625,73.75,606
0.3625,76.25,550
0.3625,78.75,465
0.3625,81.25,358
0.3625,83.75,285
0.3625,86.25,244
0.3625,88.75,185
0.3625,91.25,163
0.3625,93.75,130
0.3625,96.25,113
0.3625,98.75,97
0.3625,101.25,65
0.3625,103.75,54
0.3625,106.25,52
0.3625,108.75,30
0.3625,111.25,28
0.3625,113.75,22
0.3625,116.25,23
0.3625,118.75,17
0.3625,121.25,15
0.3625,123.75,20
0.3625,126.25,15
0.3625,128.75,5
0.3625,131.25,7
0.3625,133.75,4
0.3625,136.25,2
0.3625,138.75,2
0.3625,141.25,6
0.3625,143.75,2
0.3625,146.25,3
0.3625,148.75,2
0.3625,151.25,1
0.3625,153.75,1
0.3625,156.25,1
0.3625,168.75,1
0.3625,171.25,2
0.3625,173.75,2
0.3625,181.25,1
0.3625,188.75,1
0.3625,193.75,1
0.3625,198.75,1
0.3625,201.25,4
0.3625,211.25,1
0.3625,213.75,1
0.3625,216.25,1
0.3625,223.75,1
0.3625,231.25,2
0.3625,233.75,1
0.3625,243.75,2
0.3625,248.75,2
0.3625,251.25,1
0.3625,258.75,1
0.3625,261.25,1
0.3625,263.75,1
0.3625,266.25,1
0.3625,273.75,1
0.3625,276.25,1
0.3625,281.25,2
0.3625,283.75,1
0.3675,-148.75,9
0.3675,-146.25,12
0.3675,-143.75,13
0.3675,-141.25,6
0.3675,-138.75,8
0.3675,-136.25,14
0.3675,-133.75,17
0.3675,-131.25,13
0.3675,-128.75,15
0.3675,-126.25,31
0.3675,-123.75,24
0.3675,-121.25,28
0.3675,-118.75,32
0.3675,-116.25,27
0.3675,-113.75,40
0.3675,-111.25,35
0.3675,-108.75,49
0.3675,-106.25,50
0.3675,-103.75,48
0.3675,-101.25,55
0.3675,-98.75,59
0.3675,-96.25,58
0.3675,-93.75,70
0.3675,-91.25,96
0.3675,-88.75,87
0.3675,-86.25,102
0.3675,-83.75,123
0.3675,-81.25,131
0.3675,-78.75,167
0.3675,-76.25,199
0.3675,-73.75,186
0.3675,-71.25,226
0.3675,-68.75,239
0.3675,-66.25,317
0.3675,-63.75,371
0.3675,-61.25,441
0.3675,-58.75,555
0.3675,-56.25,656
0.3675,-53.75,794
0.3675,-51.25,1062
0.3675,-48.75,1224
0.3675,-46.25,1476
0.3675,-43.75,1786
0.3675,-41.25,2112
0.3675,-38.75,2483
0.3675,-36.25,3149
0.3675,-33.75,3639
0.3675,-31.25,4411
0.3675,-28.75,5363
0.3675,-26.25,6125
0.3675,-23.75,7200
0.3675,-21.25,8359
0.3675,-18.75,9532
0.3675,-16.25,10749
0.3675,-13.75,11461
0.3675,-11.25,11468
0.3675,-8.75,10456
0.3675,-6.25,8147
0.3675,-3.75,5180
0.3675,-1.25,834
0.3675,1.25,124894
0.3675,3.75,5757
0.3675,6.25,9446
0.3675,8.75,13247
0.3675,11.25,15723
0.3675,13.75,16895
0.3675,16.25,17535
0.3675,18.75,17123
0.3675,21.25,16268
0.3675,23.75,15014
0.3675,26.25,13526
0.3675,28.75,12505
0.3675,31.25,10635
0.3675,33.75,9412
0.3675,36.25,8164
0.3675,38.75,7106
0.3675,41.25,5887
0.3675,43.75,5064
0.3675,46.25,4321
0.3675,48.75,3518
0.3675,51.25,3153
0.3675,53.75,2620
0.3675,56.25,2117
0.3675,58.75,1837
0.3675,61.25,1481
0.3675,63.75,1208
0.3675,66.25,982
0.3675,68.75,822
0.3675,71.25,641
0.3675,73.75,512
0.3675,76.25,404
0.3675,78.75,333
0.3675,81.25,248
0.3675,83.75,236
0.3675,86.25,203
0.3675,88.75,151
0.3675,91.25,132
0.3675,93.75,110
0.3675,96.25,91
0.3675,98.75,74
0.3675,101.25,50
0.3675,103.75,39
0.3675,106.25,27
0.3675,108.75,34
0.3675,111.25,29
0.3675,113.75,20
0.3675,116.25,22
0.3675,118.75,22
0.3675,121.25,14
0.3675,123.75,10
0.3675,126.25,13
0.3675,128.75,7
0.3675,131.25,5
0.3675,133.75,6
0.3675,136.25,7
0.3675,138.75,4
0.3675,141.25,2
0.3675,143.75,2
0.3675,158.75,1
0.3675,161.25,1
0.3675,163.75,3
0.3675,168.75,1
0.3675,171.25,1
0.3675,178.75,2
0.3675,198.75,1
0.3675,203.75,1
0.3675,208.75,6
0.3675,226.25,1
0.3675,233.75,1
0.3675,236.25,1
0.3675,246.25,1
0.3675,251.25,1
0.3675,256.25,2
0.3675,261.25,1
0.3675,263.75,1
0.3675,276.25,1
0.3675,281.25,1
0.3675,291.25,1
0.3675,293.75,1
0.3675,296.25,2
0.3675,298.75,1
0.3725,-148.75,13
0.3725,-146.25,10
0.3725,-143.75,5
0.3725,-141.25,19
0.3725,-138.75,8
0.3725,-136.25,14
0.3725,-133.75,21
0.3725,-131.25,15
0.3725,-128.75,30
0.3725,-126.25,16
0.3725,-123.75,27
0.3725,-121.25,25
0.3725,-118.75,23
0.3725,-116.25,23
0.3725,-113.75,39
0.3725,-111.25,49
0.3725,-108.75,51
0.3725,-106.25,56
0.3725,-103.75,40
0.3725,-101.25,51
0.3725,-98.75,58
0.3725,-96.25,53
0.3725,-93.75,65
0.3725,-91.25,83
0.3725,-88.75,74
0.3725,-86.25,111
0.3725,-83.75,107
0.3725,-81.25,115
0.3725,-78.75,139
0.3725,-76.25,155
0.3725,-73.75,194
0.3725,-71.25,220
0.3725,-68.75,308
0.3725,-66.25,294
0.3725,-63.75,390
0.3725,-61.25,485
0.3725,-58.75,586
0.3725,-56.25,765
0.3725,-53.75,880
0.3725,-51.25,1057
0.3725,-48.75,1345
0.3725,-46.25,1576
0.3725,-43.75,1850
0.3725,-41.25,2288
0.3725,-38.75,2745
0.3725,-36.25,3354
0.3725,-33.75,4122
0.3725,-31.25,4779
0.3725,-28.75,5647
0.3725,-26.25,6640
0.3725,-23.75,8010
0.3725,-21.25,9137
0.3725,-18.75,10346
0.3725,-16.25,11544
0.3725,-13.75,12401
0.3725,-11.25,12101
0.3725,-8.75,10909
0.3725,-6.25,8316
0.3725,-3.75,5092
0.3725,-1.25,732
0.3725,1.25,134988
0.3725,3.75,5342
0.3725,6.25,9133
0.3725,8.75,12489
0.3725,11.25,14960
0.3725,13.75,16377
0.3725,16.25,16585
0.3725,18.75,16514
0.3725,21.25,15523
0.3725,23.75,13977
0.3725,26.25,12674
0.3725,28.75,11027
0.3725,31.25,9598
0.3725,33.75,8553
0.3725,36.25,7324
0.3725,38.75,6172
0.3725,41.25,5191
0.3725,43.75,4630
0.3725,46.25,3807
0.3725,48.75,3162
0.3725,51.25,2747
0.3725,53.75,2130
0.3725,56.25,1830
0.3725,58.75,1529
0.3725,61.25,1289
0.3725,63.75,1088
0.3725,66.25,812
0.3725,68.75,683
0.3725,71.25,548
0.3725,73.75,472
0.3725,76.25,307
0.3725,78.75,274
0.3725,81.25,241
0.3725,83.75,188
0.3725,86.25,150
0.3725,88.75,122
0.3725,91.25,104
0.3725,93.75,83
0.3725,96.25,68
0.3725,98.75,47
0.3725,101.25,50
0.3725,103.75,33
0.3725,106.25,35
0.3725,108.75,30
0.3725,111.25,16
0.3725,113.75,10
0.3725,116.25,6
0.3725,118.75,15
0.3725,121.25,11
0.3725,123.75,12
0.3725,126.25,11
0.3725,128.75,5
0.3725,131.25,9
0.3725,133.75,5
0.3725,136.25,1
0.3725,138.75,2
0.3725,141.25,2
0.3725,143.75,1
0.3725,146.25,1
0.3725,148.75,1
0.3725,151.25,2
0.3725,158.75,1
0.3725,161.25,1
0.3725,171.25,1
0.3725,178.75,1
0.3725,191.25,1
0.3725,213.75,1
0.3725,231.25,1
0.3725,233.75,1
0.3725,236.25,2
0.3725,241.25,1
0.3725,246.25,1
0.3725,256.25,1
0.3725,276.25,2
0.3725,281.25,2
0.3725,288.75,1
0.3725,296.25,2
0.3725,298.75,1
0.3775,-148.75,8
0.3775,-146.25,6
0.3775,-143.75,8
0.3775,-141.25,11
0.3775,-138.75,18
0.3775,-136.25,9
0.3775,-133.75,14
0.3775,-131.25,17
0.3775,-128.75,13
0.3775,-126.25,24
0.3775,-123.75,19
0.3775,-121.25,22
0.3775,-118.75,31
0.3775,-116.25,34
0.3775,-113.75,36
0.3775,-111.25,36
0.3775,-108.75,41
0.3775,-106.25,58
0.3775,-103.75,55
0.3775,-101.25,62
0.3775,-98.75,82
0.3775,-96.25,91
0.3775,-93.75,78
0.3775,-91.25,82
0.3775,-88.75,91
0.3775,-86.25,94
0.3775,-83.75,130
0.3775,-81.25,128
0.3775,-78.75,156
0.3775,-76.25,191
0.3775,-73.75,196
0.3775,-71.25,270
0.3775,-68.75,279
0.3775,-66.25,318
0.3775,-63.75,379
0.3775,-61.25,481
0.3775,-58.75,612
0.3775,-56.25,794
0.3775,-53.75,911
0.3775,-51.25,1210
0.3775,-48.75,1407
0.3775,-46.25,1711
0.3775,-43.75,2037
0.3775,-41.25,2361
0.3775,-38.75,2868
0.3775,-36.25,3579
0.3775,-33.75,4161
0.3775,-31.25,5017
0.3775,-28.75,6109
0.3775,-26.25,7365
0.3775,-23.75,8605
0.3775,-21.25,9966
0.3775,-18.75,11245
0.3775,-16.25,12239
0.3775,-13.75,12907
0.3775,-11.25,12605
0.3775,-8.75,10958
0.3775,-6.25,8233
0.3775,-3.75,4813
0.3775,-1.25,619
0.3775,1.25,141163
0.3775,3.75,4953
0.3775,6.25,8886
0.3775,8.75,11903
0.3775,11.25,13887
0.3775,13.75,15356
0.3775,16.25,15810
0.3775,18.75,15216
0.3775,21.25,14317
0.3775,23.75,13140
0.3775,26.25,11726
0.3775,28.75,10091
0.3775,31.25,8800
0.3775,33.75,7413
0.3775,36.25,6489
0.3775,38.75,5370
0.3775,41.25,4494
0.3775,43.75,3851
0.3775,46.25,3229
0.3775,48.75,2722
0.3775,51.25,2304
0.3775,53.75,1792
0.3775,56.25,1514
0.3775,58.75,1309
0.3775,61.25,1072
0.3775,63.75,817
0.3775,66.25,628
0.3775,68.75,606
0.3775,71.25,421
